DATAFLOW,LAST UPDATE,freq,sex,isced11,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2009,9.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2010,8.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2011,8.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2012,9.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2013,9.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2014,10.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2015,10.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2016,11.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2017,11.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2018,10.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2019,9.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2020,11.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2021,12.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2022,11.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,AT,2023,10.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BA,2021,27.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BA,2022,31.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BA,2023,26.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2009,15.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2010,17.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2011,15.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2012,15.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2013,16.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2014,16.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2015,17.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2016,17.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2017,15.5,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2018,13.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2019,13.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2020,13.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2021,15.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2022,13.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BE,2023,13.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2009,20.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2010,26.6,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2011,30.4,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2012,31.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2013,32.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2014,31.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2015,30.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2016,27.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2017,24.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2018,20.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2019,18.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2020,19.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2021,18.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2022,14.1,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,BG,2023,16.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2010,8.3,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2011,8.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2012,7.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2013,7.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2014,8.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2015,8.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2016,9.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2017,8.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2018,8.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2019,7.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2020,9.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2021,10.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2022,8.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CH,2023,8.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2009,5.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2010,5.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2011,5.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2012,9.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2013,12.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2014,12.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2015,14.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2016,12.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2017,12.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2018,10.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2019,6.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2020,7.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2021,9.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2022,7.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CY,2023,6.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2009,22.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2010,23.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2011,21.5,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2012,25.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2013,24.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2014,20.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2015,22.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2016,20.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2017,14.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2018,11.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2019,11.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2020,10.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2021,14.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2022,14.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,CZ,2023,13.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2009,11.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2010,10.3,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2011,9.4,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2012,8.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2013,8.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2014,7.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2015,7.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2016,7.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2017,6.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2018,5.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2019,5.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2020,6.3,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2021,6.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2022,6.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DE,2023,5.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2009,8.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2010,10.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2011,11.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2012,12.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2013,12.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2014,11.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2015,11.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2016,10.3,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2017,10.4,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2018,8.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2019,8.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2020,10.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2021,8.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2022,8.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,DK,2023,10.2,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2009,15.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2010,16.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2011,17.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2012,19.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2013,20.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2014,20.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2015,19.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2016,18.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2017,17.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2018,16.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2019,15.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2020,15.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2021,15.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2022,13.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EA20,2023,13.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2009,22.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2010,19.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2011,19.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2012,17.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2013,12.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2014,11.2,u
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2015,12.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2016,13.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2017,10.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2018,12.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2019,12.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2020,14.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2021,15.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2022,12.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EE,2023,16.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2009,15.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2010,18.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2011,23.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2012,32.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2013,35.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2014,34.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2015,32.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2016,34.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2017,32.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2018,31.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2019,29.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2020,28.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2021,23.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2022,20.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EL,2023,17.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2009,25.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2010,28.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2011,29.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2012,34.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2013,36.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2014,35.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2015,33.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2016,31.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2017,28.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2018,26.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2019,24.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2020,26.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2021,26.6,b
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2022,23.9,d
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,ES,2023,22.3,d
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2009,15.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2010,16.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2011,17.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2012,19.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2013,20.5,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2014,20.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2015,19.2,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2016,18.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2017,17.1,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2018,15.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2019,15.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2020,15.3,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2021,15.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2022,13.9,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,EU27_2020,2023,13.4,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2009,13.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2010,16.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2011,15.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2012,16.8,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2013,17.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2014,17.0,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2015,17.7,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2016,19.6,
ESTAT:UNE_EDUC_A(1.0),31/07/24 23:00:00,A,F,ED0-2,Y15-74,PC_ACT,FI,2017,19.2,
